date,demand_mgd,temperature_c,humidity_pct,rainfall_mm,day_of_week,month,is_public_holiday,is_festival,population_thousands,season,reservoir_storage_pct,groundwater_level_m
2024-08-16,129.531,21.52,64.51,0.76,4,8,0,0,853.15,monsoon,41.64,30.67
2024-08-17,134.046,22.08,73.46,10.03,5,8,0,0,852.05,monsoon,41.14,30.59
2024-08-18,134.976,23.36,77.16,2.85,6,8,0,0,851.7,monsoon,37.4,30.41
2024-08-19,134.229,23.22,73.79,4.72,0,8,0,0,855.73,monsoon,34.96,30.17
2024-08-20,137.54,25.22,64.38,3.28,1,8,1,0,852.04,monsoon,37.33,30.06
2024-08-21,133.179,24.36,71.7,3.2,2,8,0,0,852.91,monsoon,39.58,30.91
2024-08-22,131.98,21.34,76.03,2.97,3,8,0,0,851.37,monsoon,33.19,30.7
2024-08-23,133.506,24.77,62.93,3.91,4,8,0,0,853.04,monsoon,37.65,30.12
2024-08-24,136.26,23.13,66.95,8.96,5,8,0,0,852.04,monsoon,38.33,30.42
2024-08-25,137.412,25.91,76.7,4.16,6,8,0,0,852.59,monsoon,38.22,30.29
2024-08-26,135.025,23.06,73.67,0.19,0,8,0,0,854.13,monsoon,36.68,29.96
2024-08-27,134.165,23.05,74.38,1.71,1,8,0,0,853.61,monsoon,37.45,30.49
2024-08-28,133.166,24.81,81.62,1.07,2,8,0,0,853.76,monsoon,43.45,30.25
2024-08-29,129.402,25.14,74.66,15.84,3,8,0,0,851.48,monsoon,40.08,30.04
2024-08-30,126.221,24.67,75.61,14.7,4,8,0,0,855.14,monsoon,36.23,29.84
2024-08-31,133.097,21.47,85.87,3.37,5,8,0,0,852.17,monsoon,37.53,29.81
2024-09-01,136.033,21.88,73.93,1.01,6,9,0,0,854.94,monsoon,37.48,30.29
2024-09-02,126.791,19.52,71.01,23.04,0,9,0,0,854.49,monsoon,35.1,30.41
2024-09-03,131.608,21.42,77.14,1.16,1,9,0,0,854.1,monsoon,34.93,30.09
2024-09-04,127.848,18.94,77.19,1.2,2,9,0,0,852.73,monsoon,40.11,30.71
2024-09-05,131.192,21.74,72.37,8.82,3,9,0,0,853.79,monsoon,35.67,30.43
2024-09-06,129.152,19.86,69.84,9.0,4,9,0,0,853.22,monsoon,33.5,30.69
2024-09-07,133.047,19.15,86.55,2.88,5,9,0,0,853.77,monsoon,36.52,30.39
2024-09-08,135.262,22.14,76.63,0.84,6,9,0,0,853.55,monsoon,36.87,30.15
2024-09-09,129.976,21.43,71.34,2.2,0,9,0,0,851.82,monsoon,30.47,30.51
2024-09-10,129.188,20.15,79.58,3.91,1,9,0,0,855.03,monsoon,36.14,29.97
2024-09-11,136.952,23.25,74.45,0.65,2,9,1,0,853.88,monsoon,38.75,30.69
2024-09-12,133.067,20.41,73.74,4.85,3,9,0,0,853.53,monsoon,37.39,30.11
2024-09-13,129.552,21.12,77.81,7.83,4,9,0,0,853.51,monsoon,42.62,30.85
2024-09-14,131.392,21.48,68.54,0.26,5,9,0,0,854.49,monsoon,39.58,30.35
2024-09-15,130.444,20.14,76.76,7.94,6,9,0,0,853.29,monsoon,40.08,30.92
2024-09-16,138.653,21.78,84.56,1.47,0,9,1,0,851.98,monsoon,44.04,30.05
2024-09-17,128.287,20.27,77.33,14.95,1,9,0,0,854.7,monsoon,37.83,30.23
2024-09-18,130.907,20.45,73.12,7.2,2,9,0,0,854.87,monsoon,35.97,30.66
2024-09-19,129.16,23.12,72.46,6.09,3,9,0,0,854.2,monsoon,38.33,30.98
2024-09-20,134.529,19.51,72.95,2.89,4,9,1,0,853.31,monsoon,33.66,31.18
2024-09-21,130.425,17.45,73.73,25.44,5,9,0,0,854.6,monsoon,35.6,30.53
2024-09-22,134.263,23.49,73.11,2.01,6,9,0,0,853.1,monsoon,33.28,31.26
2024-09-23,135.877,24.9,79.58,0.9,0,9,0,0,853.6,monsoon,36.37,30.41
2024-09-24,133.104,20.46,66.33,1.54,1,9,0,0,853.93,monsoon,33.18,30.97
2024-09-25,137.307,18.17,79.31,9.14,2,9,0,1,855.58,monsoon,33.04,30.16
2024-09-26,132.112,20.61,73.1,3.83,3,9,0,0,854.42,monsoon,36.31,30.7
2024-09-27,131.692,20.64,76.88,3.26,4,9,0,0,854.39,monsoon,34.63,29.6
2024-09-28,137.953,20.79,69.37,2.05,5,9,0,0,856.85,monsoon,29.24,30.1
2024-09-29,135.969,19.4,81.64,3.08,6,9,0,0,855.3,monsoon,30.64,30.73
2024-09-30,135.504,21.94,81.23,1.88,0,9,0,0,855.35,monsoon,31.56,30.03
2024-10-01,131.741,20.79,77.12,0.21,1,10,0,0,854.69,autumn,32.35,30.73
2024-10-02,131.713,17.76,64.75,1.94,2,10,0,0,854.52,autumn,36.25,30.92
2024-10-03,132.143,21.05,76.47,0.18,3,10,0,0,852.99,autumn,35.67,30.36
2024-10-04,130.511,23.08,74.34,0.53,4,10,0,0,856.2,autumn,38.23,30.18
2024-10-05,135.29,20.26,64.29,1.34,5,10,0,0,855.73,autumn,37.31,30.38
2024-10-06,135.902,19.49,72.2,1.22,6,10,0,0,855.16,autumn,38.3,30.19
2024-10-07,130.966,19.79,74.14,0.94,0,10,0,0,855.25,autumn,36.94,30.54
2024-10-08,131.621,20.92,75.1,1.01,1,10,0,0,856.18,autumn,35.78,30.62
2024-10-09,135.424,17.4,73.21,0.81,2,10,1,0,853.95,autumn,38.5,30.47
2024-10-10,132.289,20.25,73.78,0.89,3,10,0,0,854.97,autumn,38.01,31.26
2024-10-11,130.66,19.41,79.69,0.35,4,10,0,0,854.47,autumn,36.44,30.31
2024-10-12,135.182,22.77,78.45,0.87,5,10,0,0,857.44,autumn,39.19,31.16
2024-10-13,136.642,19.74,57.99,0.36,6,10,0,0,856.6,autumn,28.41,30.19
2024-10-14,133.941,22.5,70.73,1.3,0,10,0,0,853.57,autumn,34.65,30.64
2024-10-15,130.472,18.34,71.5,0.37,1,10,0,0,854.32,autumn,34.68,31.09
2024-10-16,135.716,20.88,63.56,0.9,2,10,0,0,855.75,autumn,39.14,31.07
2024-10-17,130.315,20.48,72.79,0.43,3,10,0,0,855.47,autumn,40.49,30.45
2024-10-18,129.215,18.7,78.56,0.07,4,10,0,0,854.67,autumn,31.52,30.85
2024-10-19,133.431,20.27,66.89,1.85,5,10,0,0,857.99,autumn,40.21,30.8
2024-10-20,139.753,21.82,74.0,0.28,6,10,0,0,856.42,autumn,32.57,30.42
2024-10-21,132.17,19.51,67.74,0.19,0,10,0,0,856.63,autumn,32.78,30.88
2024-10-22,131.514,17.46,68.96,0.05,1,10,0,0,855.52,autumn,35.62,31.38
2024-10-23,131.257,19.97,79.71,0.36,2,10,0,0,856.99,autumn,35.49,30.83
2024-10-24,131.453,18.65,69.61,0.33,3,10,0,0,855.94,autumn,31.91,30.87
2024-10-25,132.578,19.49,74.63,1.38,4,10,0,0,856.1,autumn,38.67,30.92
2024-10-26,137.652,19.88,62.96,0.81,5,10,0,0,857.04,autumn,38.9,30.07
2024-10-27,135.007,17.44,81.63,0.11,6,10,0,0,854.86,autumn,40.17,30.84
2024-10-28,131.74,17.58,75.33,0.31,0,10,0,0,858.14,autumn,35.86,30.26
2024-10-29,128.462,20.72,71.41,0.54,1,10,0,0,856.78,autumn,37.2,30.43
2024-10-30,129.671,19.22,75.2,1.56,2,10,0,0,857.93,autumn,37.39,31.54
2024-10-31,133.278,16.15,65.27,0.03,3,10,1,0,855.63,autumn,42.71,30.57
2024-11-01,132.585,22.25,70.91,0.26,4,11,0,0,855.84,autumn,29.32,30.38
2024-11-02,133.831,21.48,63.38,0.14,5,11,0,0,855.66,autumn,35.13,31.15
2024-11-03,144.689,20.0,63.98,0.47,6,11,0,1,857.12,autumn,38.2,30.31
2024-11-04,133.249,19.1,62.54,0.44,0,11,0,0,856.99,autumn,35.12,30.51
2024-11-05,133.309,22.33,62.1,0.78,1,11,0,0,856.52,autumn,37.8,31.2
2024-11-06,130.507,21.6,68.47,0.41,2,11,0,0,856.02,autumn,38.39,30.72
2024-11-07,131.293,24.65,66.28,0.53,3,11,0,0,855.83,autumn,37.0,30.08
2024-11-08,133.726,21.7,68.26,0.47,4,11,0,0,857.1,autumn,39.37,30.93
2024-11-09,137.69,21.65,64.96,0.08,5,11,0,0,856.74,autumn,41.28,30.55
2024-11-10,139.688,20.82,67.57,0.16,6,11,0,0,856.57,autumn,38.9,31.33
2024-11-11,137.914,22.3,62.91,0.19,0,11,0,0,858.86,autumn,38.47,30.48
2024-11-12,132.0,22.01,76.15,3.25,1,11,0,0,857.28,autumn,39.56,31.14
2024-11-13,135.716,22.95,57.16,0.07,2,11,0,0,858.69,autumn,40.27,31.44
2024-11-14,130.513,20.29,71.3,0.1,3,11,0,0,856.94,autumn,35.31,30.39
2024-11-15,132.153,20.42,71.84,0.01,4,11,0,0,857.78,autumn,42.15,30.66
2024-11-16,135.171,20.35,60.74,0.41,5,11,0,0,857.53,autumn,39.66,30.9
2024-11-17,135.03,22.26,76.15,0.85,6,11,0,0,855.94,autumn,45.04,30.4
2024-11-18,134.502,23.32,69.98,0.77,0,11,0,0,859.12,autumn,43.28,30.86
2024-11-19,133.752,20.38,69.86,0.47,1,11,0,0,857.62,autumn,45.28,30.66
2024-11-20,133.932,20.43,65.14,0.49,2,11,0,0,858.55,autumn,38.99,30.66
2024-11-21,133.244,21.54,63.91,0.36,3,11,0,0,857.11,autumn,41.18,30.78
2024-11-22,132.645,20.7,63.95,0.44,4,11,0,0,857.75,autumn,38.83,30.79
2024-11-23,137.331,22.5,66.95,0.69,5,11,0,0,857.1,autumn,40.71,30.83
2024-11-24,135.986,17.69,72.01,2.78,6,11,0,0,859.26,autumn,46.86,30.53
2024-11-25,133.343,19.83,65.91,1.39,0,11,0,0,858.39,autumn,47.85,30.55
2024-11-26,132.526,19.9,60.44,1.04,1,11,0,0,858.5,autumn,40.22,30.73
2024-11-27,131.873,17.59,69.12,1.42,2,11,0,0,859.55,autumn,42.58,30.77
2024-11-28,128.571,19.63,69.61,0.08,3,11,0,0,859.4,autumn,44.01,30.61
2024-11-29,129.668,19.7,68.27,1.05,4,11,0,0,859.06,autumn,46.29,30.92
2024-11-30,132.241,20.77,68.73,1.53,5,11,0,0,856.93,autumn,39.55,30.07
2024-12-01,138.754,25.67,53.65,0.04,6,12,0,0,857.71,winter,40.32,30.51
2024-12-02,138.549,23.63,50.36,0.23,0,12,0,0,857.46,winter,46.89,30.69
2024-12-03,134.719,22.45,50.66,0.85,1,12,0,0,859.25,winter,39.88,30.47
2024-12-04,135.155,23.91,46.82,0.18,2,12,0,0,858.74,winter,44.7,31.46
2024-12-05,136.256,25.57,56.18,0.2,3,12,0,0,857.24,winter,46.83,30.82
2024-12-06,130.899,22.54,54.58,0.9,4,12,0,0,858.49,winter,47.9,30.89
2024-12-07,135.551,22.63,52.8,0.88,5,12,0,0,857.24,winter,46.55,30.63
2024-12-08,140.32,24.84,40.22,0.07,6,12,0,0,858.74,winter,46.19,30.82
2024-12-09,131.656,23.67,48.76,0.29,0,12,0,0,857.19,winter,50.14,30.35
2024-12-10,131.742,24.97,60.6,0.3,1,12,0,0,859.43,winter,48.78,30.77
2024-12-11,135.355,23.98,51.68,0.09,2,12,0,0,859.34,winter,46.31,30.47
2024-12-12,136.549,25.05,56.8,0.19,3,12,0,0,860.92,winter,48.69,30.73
2024-12-13,135.346,22.45,48.05,0.02,4,12,0,0,859.92,winter,50.05,29.82
2024-12-14,139.302,23.98,62.19,0.2,5,12,0,0,858.7,winter,54.39,30.4
2024-12-15,140.093,23.68,54.28,0.35,6,12,0,0,860.0,winter,51.92,31.44
2024-12-16,136.255,22.18,56.45,0.24,0,12,0,0,857.83,winter,53.54,31.19
2024-12-17,132.83,21.65,66.63,0.91,1,12,0,0,858.32,winter,48.39,31.39
2024-12-18,133.767,25.03,62.58,0.93,2,12,0,0,859.67,winter,48.99,31.42
2024-12-19,132.759,23.47,53.47,0.5,3,12,0,0,857.24,winter,50.19,31.14
2024-12-20,135.265,22.47,52.03,0.22,4,12,0,0,859.41,winter,50.8,30.69
2024-12-21,140.956,23.86,53.37,0.03,5,12,0,0,858.49,winter,48.55,30.47
2024-12-22,143.03,25.69,57.55,0.09,6,12,0,0,859.66,winter,55.71,31.34
2024-12-23,135.052,20.58,54.47,0.89,0,12,0,0,858.54,winter,54.9,30.91
2024-12-24,132.305,21.76,53.02,0.05,1,12,0,0,860.1,winter,51.68,31.89
2024-12-25,142.372,22.62,62.34,0.03,2,12,0,1,859.74,winter,54.86,30.75
2024-12-26,138.695,26.19,54.43,0.3,3,12,0,0,861.18,winter,53.95,31.69
2024-12-27,135.433,24.42,66.5,1.11,4,12,0,0,859.84,winter,55.78,30.84
2024-12-28,137.787,25.15,55.45,0.68,5,12,0,0,859.12,winter,49.93,31.44
2024-12-29,138.69,22.29,63.93,1.04,6,12,0,0,859.7,winter,53.87,31.59
2024-12-30,133.055,22.32,56.79,0.26,0,12,0,0,858.66,winter,54.48,30.51
