temperature_c,rainfall_deficit_pct,precip_mm,storage_pct,day_of_week,month,is_weekend,is_heatwave,demand_mgd
25.92,-68.56,0.82,39.37,1,7,0,0,70.851
30.79,-72.45,0.86,82.96,0,3,0,0,80.687
26.7,-76.58,0.0,90.53,2,3,0,0,74.822
40.11,-58.6,0.0,24.03,0,6,0,1,114.06
42.91,40.0,0.0,29.64,3,10,0,1,89.857
43.69,31.74,4.26,81.98,1,7,0,1,92.888
31.19,38.38,0.75,24.68,0,11,0,0,65.252
27.03,7.33,0.64,73.01,0,4,0,0,65.722
35.98,7.37,4.92,17.27,6,1,1,0,62.364
40.5,-62.65,1.32,65.11,1,4,0,1,104.884
31.14,17.86,11.09,32.58,4,2,0,0,68.052
35.8,-40.8,3.28,73.71,2,7,0,0,71.926
37.49,-7.3,0.0,54.15,3,12,0,0,74.403
35.0,53.66,0.0,25.21,5,6,1,0,72.933
37.37,41.89,0.0,44.19,5,3,1,0,69.073
19.09,-47.35,4.0,53.72,3,8,0,0,59.102
28.94,23.13,2.25,94.66,1,9,0,0,55.248
32.0,-65.43,0.0,50.83,5,11,1,0,68.164
12.08,-76.26,8.13,22.86,0,6,0,0,58.972
41.1,-76.06,0.72,57.19,3,6,0,1,106.717
32.74,-56.17,0.15,28.72,4,7,0,0,80.248
16.39,17.29,1.77,84.76,6,3,1,0,46.491
39.76,-29.14,3.02,80.9,1,2,0,1,92.962
36.38,-77.77,0.4,20.94,2,10,0,0,82.916
37.78,58.32,1.83,60.01,0,2,0,0,72.17
25.33,-5.33,1.96,69.2,1,9,0,0,48.802
41.04,-24.86,2.07,31.39,6,7,1,1,85.479
26.08,-7.36,0.0,63.24,0,6,0,0,65.481
31.4,-7.2,0.42,49.33,5,5,1,0,59.995
12.02,-14.17,1.69,50.98,6,12,1,0,31.099
33.93,5.81,0.37,56.86,0,10,0,0,57.635
36.42,43.99,0.0,58.46,2,2,0,0,78.751
31.28,-37.76,0.93,70.33,6,12,1,0,58.059
28.88,-11.82,4.78,48.46,5,2,1,0,58.994
39.54,-79.49,0.57,71.42,0,10,0,1,93.004
35.17,40.37,0.46,51.3,6,6,1,0,67.647
21.45,-37.17,0.0,66.34,5,5,1,0,61.509
44.61,-42.02,0.0,32.36,2,7,0,1,105.594
36.05,59.66,0.58,56.04,2,6,0,0,72.276
45.59,1.82,0.27,49.78,2,2,0,1,101.475
45.02,-62.77,1.66,35.69,3,2,0,1,113.633
43.24,-42.83,4.6,15.3,5,9,1,1,92.763
37.68,-30.55,3.8,53.37,4,9,0,0,73.669
32.72,58.05,0.93,10.83,6,5,1,0,70.999
17.85,-19.71,0.02,43.14,0,6,0,0,57.277
30.47,-47.78,2.12,41.51,6,5,1,0,72.513
38.02,-0.24,0.12,63.87,6,11,1,1,70.291
29.71,-23.33,0.0,93.93,2,1,0,0,55.462
41.52,-72.31,1.73,82.93,1,8,0,1,95.781
15.73,40.53,0.14,92.88,1,4,0,0,47.491
24.95,-77.8,0.0,90.83,6,3,1,0,64.667
29.2,45.79,0.95,16.3,0,2,0,0,74.388
26.7,30.86,3.9,33.97,0,5,0,0,67.895
15.69,-69.38,0.52,35.24,0,2,0,0,73.045
17.22,21.31,0.84,16.04,1,9,0,0,46.94
40.48,27.93,0.0,81.97,5,4,1,1,78.454
28.47,4.32,0.0,86.1,0,11,0,0,55.7
13.66,0.87,0.23,61.42,6,2,1,0,36.364
12.56,-73.04,0.11,85.73,2,5,0,0,55.364
28.1,-71.67,0.0,70.72,3,5,0,0,77.371
17.59,21.82,3.98,47.45,4,9,0,0,41.039
35.97,-65.22,0.0,22.74,5,4,1,0,82.29
39.04,-46.14,2.32,91.47,4,3,0,1,101.42
19.76,-10.16,0.13,68.84,0,5,0,0,59.417
32.13,-57.02,3.89,40.11,5,11,1,0,62.319
17.25,30.58,0.74,20.93,0,10,0,0,53.632
22.32,33.03,0.83,77.91,3,7,0,0,51.317
42.22,37.9,5.81,78.17,6,12,1,1,69.939
30.5,-73.06,3.07,56.16,3,10,0,0,65.955
42.12,-20.1,0.0,95.0,2,10,0,1,84.8
19.66,38.57,2.09,42.85,2,5,0,0,52.657
23.22,-29.15,0.0,90.08,5,6,1,0,48.49
28.01,17.41,1.67,63.57,4,12,0,0,55.847
28.32,2.49,0.48,72.6,5,12,1,0,52.316
45.92,-31.39,0.07,87.95,6,9,1,1,87.703
15.89,-41.3,0.19,80.65,4,2,0,0,57.439
40.97,11.38,0.67,34.54,2,2,0,1,95.985
41.37,-61.29,2.77,83.71,4,6,0,1,98.609
30.81,40.42,1.66,55.88,2,7,0,0,65.454
23.7,0.7,1.21,13.81,1,8,0,0,64.031
29.65,-64.39,5.22,67.27,2,4,0,0,77.6
21.94,18.49,1.46,52.47,3,10,0,0,47.057
39.17,-19.64,11.11,55.61,1,11,0,1,80.499
28.94,-51.43,0.0,44.98,2,3,0,0,77.885
43.48,54.55,0.0,15.45,3,10,0,1,94.303
33.17,20.75,2.41,25.32,0,2,0,0,71.939
29.49,3.02,0.26,74.3,0,6,0,0,66.749
36.18,38.84,1.12,29.91,5,11,1,0,62.121
29.13,-3.86,0.0,63.36,5,4,1,0,61.796
42.75,-18.19,0.05,56.06,2,9,0,1,87.415
18.27,-53.48,2.74,28.82,0,11,0,0,57.6
45.09,-58.53,0.0,33.85,3,6,0,1,110.045
39.61,-19.52,1.68,42.6,1,11,0,1,88.003
41.26,-16.16,4.03,84.82,6,8,1,1,73.737
28.42,22.66,2.3,90.01,0,7,0,0,62.192
40.46,-18.11,0.95,42.87,3,2,0,1,98.127
22.43,3.04,0.0,13.92,2,9,0,0,50.15
37.91,36.55,3.47,61.08,3,4,0,0,72.498
16.78,59.07,0.0,45.49,5,4,1,0,51.788
22.44,-34.85,0.46,51.85,1,12,0,0,58.429
27.15,46.27,0.8,47.57,6,5,1,0,55.931
22.96,32.85,1.38,65.64,6,5,1,0,53.476
25.16,-70.48,0.12,35.88,3,12,0,0,70.161
39.88,-33.22,7.9,85.87,2,4,0,1,89.772
20.73,-49.33,1.67,45.81,1,9,0,0,53.894
37.34,13.01,3.17,39.04,5,7,1,0,66.617
14.51,-2.26,7.58,88.45,5,1,1,0,36.899
38.04,-10.72,0.13,40.44,3,7,0,1,93.834
38.93,26.9,1.59,17.06,4,6,0,1,94.022
25.66,-33.34,0.44,23.2,2,9,0,0,62.959
36.56,-26.41,1.89,70.72,4,5,0,0,79.029
43.11,41.19,0.0,57.8,5,3,1,1,83.478
39.22,56.11,0.0,55.44,3,3,0,1,94.126
25.28,28.69,0.99,16.97,4,7,0,0,64.755
28.46,-49.61,0.07,23.95,3,12,0,0,77.822
38.5,-64.23,0.3,43.68,0,6,0,1,108.517
21.95,-50.71,0.0,48.08,0,2,0,0,75.375
39.33,-20.81,2.78,42.01,1,10,0,1,92.183
23.15,-46.86,6.12,52.73,1,4,0,0,72.229
39.4,46.15,1.33,72.35,1,6,0,1,89.385
14.95,13.9,1.94,64.03,6,11,1,0,31.25
13.51,-21.66,0.93,61.96,4,2,0,0,45.543
45.92,-41.67,0.89,57.41,0,2,0,1,107.947
41.56,-26.71,0.99,27.08,6,3,1,1,96.717
42.02,-13.35,0.11,61.39,2,5,0,1,97.986
44.34,19.94,0.8,23.47,6,11,1,1,78.512
26.9,-67.49,0.38,70.6,1,8,0,0,72.873
21.75,38.84,2.98,48.44,0,10,0,0,50.46
16.42,-62.14,1.98,59.42,0,5,0,0,70.15
29.04,-43.26,1.15,83.34,2,5,0,0,74.523
19.48,59.1,0.0,41.71,6,5,1,0,53.873
43.81,-53.37,1.35,18.48,3,2,0,1,114.147
12.14,-65.84,0.0,85.77,0,7,0,0,50.941
16.87,9.38,1.27,41.02,2,4,0,0,54.547
20.38,-24.96,0.18,44.55,3,12,0,0,54.517
18.76,-67.14,0.07,35.16,3,9,0,0,57.517
19.68,-79.48,0.42,45.71,5,11,1,0,59.771
34.31,-68.92,0.07,54.28,0,3,0,0,88.234
23.14,-6.82,0.3,81.68,0,2,0,0,59.936
32.91,-47.67,0.37,71.21,5,6,1,0,64.519
42.27,28.86,2.89,53.63,0,7,0,1,94.804
32.49,40.05,0.01,74.93,4,7,0,0,63.452
35.61,-59.72,1.76,82.06,2,8,0,0,78.324
24.43,-32.82,3.65,14.94,2,10,0,0,58.405
17.43,-59.48,2.32,60.34,1,4,0,0,68.9
22.9,-39.86,6.23,13.68,5,4,1,0,65.555
44.79,-46.51,1.38,36.19,1,4,0,1,109.682
33.14,30.16,11.09,74.81,0,5,0,0,70.368
21.44,-31.63,0.33,77.26,4,8,0,0,57.966
27.33,-10.62,1.04,85.13,1,10,0,0,54.52
40.41,14.35,6.1,52.35,1,5,0,1,89.249
34.73,35.12,0.0,17.15,1,6,0,0,79.838
31.06,-37.83,0.0,20.78,4,11,0,0,71.453
42.1,-50.71,0.0,30.77,5,5,1,1,101.3
34.86,56.98,7.79,41.64,6,2,1,0,60.946
33.85,-35.18,1.76,54.76,6,5,1,0,69.721
18.45,13.95,0.0,64.9,1,1,0,0,47.061
15.62,14.9,0.0,23.81,1,5,0,0,51.849
44.81,-8.04,0.74,26.06,1,11,0,1,89.141
32.36,-48.02,1.78,24.7,1,10,0,0,73.27
26.13,-60.2,0.43,74.17,0,11,0,0,56.4
32.03,-11.82,1.59,35.68,4,4,0,0,78.527
14.1,-8.47,1.69,24.17,0,6,0,0,56.13
39.95,28.27,3.73,46.67,0,11,0,1,83.731
19.37,19.38,1.02,31.04,2,10,0,0,51.671
39.35,47.69,0.0,41.39,5,3,1,1,86.755
30.17,55.92,0.0,80.04,3,11,0,0,57.633
21.4,21.9,0.51,38.38,2,2,0,0,52.864
13.03,-69.29,1.4,24.86,1,4,0,0,58.927
39.74,-23.28,2.08,29.76,4,7,0,1,94.82
18.0,5.23,4.79,12.92,2,8,0,0,51.268
13.76,2.63,3.33,86.6,6,10,1,0,27.546
37.7,-54.6,0.2,69.24,0,9,0,0,76.602
23.9,1.61,5.17,49.39,5,4,1,0,53.606
25.24,-31.04,5.95,57.67,4,5,0,0,68.532
20.4,-32.55,0.0,31.6,2,9,0,0,56.323
41.21,36.76,2.81,44.31,2,12,0,1,89.81
22.11,-20.93,0.0,37.19,6,11,1,0,42.822
19.15,-6.16,5.44,80.09,5,12,1,0,30.327
22.51,-1.2,0.84,73.19,0,9,0,0,47.556
18.91,-1.18,0.6,34.13,3,6,0,0,59.41
22.8,-50.16,0.13,74.79,5,10,1,0,46.029
14.82,3.92,1.33,17.98,2,1,0,0,52.636
17.39,-33.15,0.88,27.22,4,12,0,0,52.331
26.18,11.7,1.08,19.04,4,12,0,0,58.761
41.9,-59.6,3.81,30.25,2,7,0,1,104.364
13.95,59.18,0.0,29.23,0,7,0,0,47.997
19.23,28.09,0.3,86.55,0,7,0,0,47.57
42.88,-21.58,0.98,37.83,4,2,0,1,93.177
42.26,-37.81,1.25,40.19,5,3,1,1,99.875
35.1,-25.71,0.14,18.48,2,9,0,0,73.526
20.18,20.97,0.75,15.61,3,1,0,0,54.29
26.27,11.76,2.88,28.65,3,9,0,0,62.263
19.18,18.29,21.23,21.44,6,4,1,0,38.182
16.37,44.46,0.0,39.29,3,2,0,0,51.863
24.92,-16.12,7.35,25.81,3,8,0,0,54.741
31.58,13.73,0.3,25.14,3,4,0,0,79.062
24.24,-18.19,1.08,65.04,0,6,0,0,67.937
32.77,9.33,2.34,90.08,4,11,0,0,61.061
22.07,-13.52,3.15,11.06,6,9,1,0,50.701
23.76,28.73,14.79,69.97,0,12,0,0,43.48
38.88,-79.26,6.74,66.03,0,5,0,1,109.498
41.86,-49.8,0.0,59.73,3,5,0,1,104.909
22.95,-38.5,0.0,68.85,5,9,1,0,43.027
31.43,52.36,1.8,53.24,0,2,0,0,68.003
21.46,-9.01,0.02,88.79,5,11,1,0,39.58
13.81,-28.99,2.91,23.45,1,5,0,0,56.221
37.09,-23.4,7.39,50.25,1,6,0,0,76.638
17.81,-16.74,0.04,65.51,1,7,0,0,53.733
26.47,41.5,0.0,87.24,3,1,0,0,57.691
28.56,54.73,0.63,51.43,4,4,0,0,70.82
18.27,38.18,2.28,93.04,3,2,0,0,47.42
15.21,37.83,7.77,65.8,4,8,0,0,36.398
23.83,-52.14,0.11,69.43,5,9,1,0,46.599
44.38,-42.39,1.28,79.55,5,1,1,1,90.234
32.91,3.45,4.66,72.38,5,1,1,0,52.983
24.97,11.86,2.26,54.42,3,10,0,0,50.96
13.32,-51.62,3.95,75.67,1,5,0,0,48.329
32.41,24.48,1.79,13.04,5,11,1,0,52.768
15.14,-52.01,0.0,89.29,4,8,0,0,51.086
30.45,-43.18,2.19,79.97,6,10,1,0,47.653
37.57,-37.05,0.01,64.2,4,5,0,0,83.15
26.4,38.44,6.76,15.84,0,4,0,0,65.684
22.18,22.49,1.54,35.07,3,9,0,0,48.795
13.61,-5.7,0.0,31.56,5,8,1,0,38.265
12.84,34.76,3.08,31.85,6,7,1,0,36.247
26.62,33.81,3.11,67.13,2,5,0,0,64.194
42.03,-25.42,3.15,84.47,6,8,1,1,75.419
20.3,29.4,2.22,67.94,1,5,0,0,52.738
31.52,-51.13,3.28,43.04,2,11,0,0,73.279
35.27,-9.55,3.87,92.39,6,9,1,0,50.045
14.07,-63.45,3.34,83.32,1,5,0,0,58.528
17.21,-20.25,3.95,68.26,1,11,0,0,42.68
23.26,-7.15,0.0,43.78,5,1,1,0,52.342
34.78,-68.81,0.0,68.13,6,10,1,0,57.148
26.93,-15.23,5.23,44.68,0,5,0,0,71.952
36.96,11.23,3.03,23.19,5,3,1,0,69.9
41.5,5.97,3.1,62.6,4,10,0,1,78.909
37.78,-72.39,0.96,69.34,6,8,1,0,68.134
45.74,-66.65,0.0,39.69,3,1,0,1,109.388
37.65,-30.81,4.54,88.99,4,4,0,0,77.711
40.97,37.98,2.76,82.61,1,6,0,1,89.541
40.3,41.77,4.41,59.54,4,8,0,1,80.359
36.83,-36.65,5.08,15.12,2,10,0,0,77.531
39.26,20.64,0.8,11.46,2,5,0,1,97.253
43.78,0.83,8.31,64.39,1,10,0,1,80.611
28.16,57.68,0.31,79.17,2,10,0,0,52.385
33.7,-66.75,0.82,52.53,1,5,0,0,87.737
29.51,-3.3,3.23,12.0,5,12,1,0,56.303
40.94,2.96,2.15,22.31,2,12,0,1,88.881
26.67,-36.93,0.0,27.96,2,4,0,0,75.322
39.87,-73.43,0.0,63.36,6,7,1,1,96.266
39.18,-72.71,3.23,51.32,3,11,0,1,98.787
44.7,-16.49,0.95,18.69,4,7,0,1,103.187
20.46,16.95,1.35,52.64,6,9,1,0,38.65
36.13,18.02,0.0,83.91,6,10,1,0,59.781
37.74,-54.66,7.12,47.32,2,7,0,0,81.525
43.83,40.12,0.0,22.73,3,5,0,1,103.855
42.83,-27.2,0.0,59.13,5,7,1,1,88.513
31.5,55.01,0.0,89.0,3,10,0,0,57.087
31.69,-63.46,0.0,19.85,1,4,0,0,78.14
17.69,37.1,0.0,23.29,3,11,0,0,52.038
45.15,47.17,0.08,58.18,0,3,0,1,97.622
20.67,35.17,2.06,38.9,6,6,1,0,45.57
36.64,33.24,0.41,86.12,4,2,0,0,66.499
39.06,-29.42,0.63,70.58,1,11,0,1,84.243
27.0,19.87,0.0,22.5,3,9,0,0,58.466
19.18,1.11,2.08,84.01,0,2,0,0,54.279
18.42,-20.57,5.57,64.59,5,3,1,0,51.497
41.12,59.04,3.05,51.96,3,7,0,1,95.991
29.37,-39.34,0.31,31.81,0,6,0,0,77.79
15.06,-22.16,1.76,65.23,3,2,0,0,51.215
36.38,46.4,2.93,86.37,0,11,0,0,64.759
20.51,-39.54,2.64,13.27,2,6,0,0,64.321
41.8,-58.62,3.63,41.89,6,9,1,1,84.208
22.53,-36.6,0.0,89.53,4,10,0,0,50.973
18.81,26.3,3.61,42.55,3,3,0,0,56.028
14.89,40.38,1.09,13.05,3,5,0,0,49.933
29.39,-63.98,0.11,18.62,3,9,0,0,77.639
27.33,7.04,3.21,68.71,0,10,0,0,53.782
37.54,-0.58,1.88,69.51,1,3,0,0,78.055
27.8,13.63,11.27,19.78,5,4,1,0,52.466
23.69,13.95,1.11,28.63,6,10,1,0,41.97
20.9,54.33,7.88,57.93,1,5,0,0,52.048
21.46,-31.49,0.55,68.36,6,1,1,0,48.088
43.55,-38.03,0.0,23.33,0,6,0,1,108.618
17.61,1.37,4.95,48.79,3,2,0,0,53.859
45.6,-19.88,3.68,57.77,5,8,1,1,86.478
23.12,-13.67,7.15,14.22,1,12,0,0,54.435
15.01,-70.3,1.38,29.02,6,2,1,0,62.569
20.46,-59.25,2.5,88.11,6,4,1,0,54.288
13.99,50.95,0.0,84.8,2,7,0,0,39.406
38.86,-70.44,9.12,37.41,6,2,1,1,85.73
29.43,2.62,0.0,83.78,0,7,0,0,61.677
23.46,25.64,2.46,63.77,3,3,0,0,61.777
34.51,-78.34,0.0,93.44,2,8,0,0,72.327
33.44,-48.82,8.81,92.13,4,5,0,0,74.941
43.96,-27.21,6.61,62.44,1,12,0,1,91.986
44.68,-9.05,0.0,49.77,3,11,0,1,86.571
35.14,-32.18,0.0,22.09,5,12,1,0,70.657
39.81,10.86,0.19,55.08,1,2,0,1,91.615
38.94,-48.3,6.2,43.86,5,12,1,1,80.305
28.7,-76.43,0.19,64.88,4,1,0,0,78.339
35.95,-79.78,1.74,17.61,1,3,0,0,97.232
14.66,-31.63,1.88,80.97,4,11,0,0,39.336
37.77,-29.37,0.0,92.2,2,11,0,0,69.803
44.7,52.8,0.0,27.8,3,4,0,1,105.123
14.89,-73.73,1.56,63.79,4,11,0,0,52.869
40.43,-5.79,0.2,78.16,5,1,1,1,78.496
43.72,0.89,0.12,57.12,2,5,0,1,98.481
19.69,17.9,0.0,89.51,3,1,0,0,51.306
29.84,9.42,0.32,53.51,3,7,0,0,65.433
43.55,-78.86,0.61,33.0,6,11,1,1,89.513
44.65,8.46,0.0,50.09,5,8,1,1,77.575
16.35,-34.87,1.6,51.47,1,7,0,0,48.479
23.87,28.2,0.99,31.57,0,3,0,0,61.564
35.74,-53.63,0.0,76.89,6,8,1,0,63.007
19.53,20.27,2.06,62.51,1,4,0,0,54.781
23.04,7.57,3.3,41.48,1,8,0,0,52.897
12.79,11.32,1.35,45.84,0,2,0,0,48.957
17.22,-55.37,0.01,41.59,1,7,0,0,61.016
31.12,13.68,2.06,48.07,0,6,0,0,73.146
34.21,23.18,2.12,54.89,4,10,0,0,56.618
34.06,-11.48,0.0,38.13,3,11,0,0,68.936
38.46,-32.35,0.0,79.54,0,11,0,1,87.968
26.12,-56.68,0.0,88.91,4,5,0,0,67.127
21.3,-39.41,0.0,54.44,1,8,0,0,60.162
12.53,26.94,0.04,70.47,3,8,0,0,40.523
19.03,-22.68,0.86,89.1,5,11,1,0,37.562
22.62,18.38,7.43,26.31,2,10,0,0,41.433
18.06,23.61,0.12,26.13,2,1,0,0,57.049
12.68,14.38,1.38,16.17,6,10,1,0,33.512
17.35,14.3,3.32,47.58,5,6,1,0,44.81
34.65,5.51,0.0,38.15,5,12,1,0,49.516
33.41,-7.42,4.28,57.65,1,8,0,0,62.179
43.81,-52.31,0.32,48.34,1,5,0,1,104.83
39.14,37.99,1.62,26.17,2,3,0,1,100.715
31.3,55.0,4.75,43.25,1,12,0,0,58.059
16.68,-14.69,0.0,12.46,2,2,0,0,64.462
31.18,50.65,0.54,55.68,1,2,0,0,71.325
14.09,59.72,0.0,33.04,3,2,0,0,52.352
26.65,-11.93,2.12,19.55,4,7,0,0,69.318
25.27,21.41,1.32,15.6,2,4,0,0,65.837
26.55,10.13,1.34,70.73,5,7,1,0,46.955
21.51,-46.78,1.03,31.02,2,10,0,0,62.222
35.32,-73.41,0.0,66.0,3,4,0,0,85.302
40.59,-16.53,0.02,79.32,2,1,0,1,86.285
38.13,30.21,3.61,52.5,0,5,0,1,91.333
33.34,-34.48,1.38,21.31,0,8,0,0,73.013
30.3,29.82,4.07,62.24,1,9,0,0,62.316
13.06,11.67,0.63,16.09,4,1,0,0,51.618
36.58,17.38,5.33,79.46,0,11,0,0,60.16
30.53,-40.0,1.25,74.73,3,8,0,0,62.848
21.21,-14.19,0.68,44.18,0,6,0,0,62.95
23.15,-54.56,0.57,32.87,2,4,0,0,78.382
43.81,-45.48,2.13,70.31,1,12,0,1,97.29
33.23,-67.42,0.0,58.21,1,2,0,0,79.72
28.18,-62.25,2.14,22.33,3,6,0,0,74.559
33.11,-50.53,0.0,74.53,6,6,1,0,66.92
26.07,1.23,2.65,38.39,4,7,0,0,61.323
27.99,-18.23,7.18,85.98,1,3,0,0,61.293
21.87,-42.63,0.44,80.5,5,12,1,0,51.247
26.96,40.56,1.17,33.44,6,5,1,0,60.125
35.31,-6.48,5.76,31.7,5,9,1,0,58.463
13.36,49.24,0.0,43.82,1,8,0,0,45.127
39.03,8.9,9.1,78.38,1,3,0,1,81.628
21.62,-77.79,4.76,21.11,6,12,1,0,56.023
35.21,47.89,0.44,36.86,6,6,1,0,62.393
33.85,40.04,1.39,66.02,2,8,0,0,64.875
34.19,8.94,1.26,12.85,3,8,0,0,67.203
32.68,-5.13,4.15,14.75,3,7,0,0,71.108
44.61,-16.59,0.89,74.78,6,8,1,1,82.196
29.28,-12.5,1.86,54.4,2,7,0,0,66.696
36.9,27.69,0.0,57.4,4,9,0,0,62.921
35.99,-8.16,2.44,31.15,6,6,1,0,69.118
20.03,-55.36,0.3,55.2,2,10,0,0,53.191
21.63,-71.86,1.17,56.33,1,7,0,0,63.724
26.42,-62.33,1.51,45.17,0,12,0,0,69.492
21.44,-44.8,0.0,91.98,5,7,1,0,53.606
24.47,-28.52,0.23,14.19,1,8,0,0,62.153
25.29,44.94,4.99,45.27,0,6,0,0,55.821
32.53,-46.53,0.77,82.89,3,5,0,0,73.987
19.48,-35.26,1.54,27.53,3,10,0,0,53.76
39.35,-48.78,0.0,89.47,0,8,0,1,97.872
26.88,-3.6,10.14,46.17,5,5,1,0,54.979
36.01,6.39,6.81,23.31,3,10,0,0,62.861
14.77,-5.5,1.22,17.91,3,2,0,0,54.104
27.98,53.26,0.0,37.8,2,1,0,0,69.067
12.96,59.35,3.91,88.18,4,8,0,0,34.8
34.98,37.24,0.74,89.82,5,6,1,0,59.409
23.69,32.74,0.23,57.88,5,10,1,0,40.969
44.27,-28.75,1.27,20.05,2,8,0,1,102.612
23.02,1.17,6.89,48.81,3,10,0,0,45.544
31.17,-30.79,0.53,45.51,1,4,0,0,80.828
20.75,29.81,0.02,29.64,1,4,0,0,66.095
33.08,-55.94,4.64,16.46,6,4,1,0,78.452
27.88,-49.67,1.2,42.43,2,8,0,0,67.931
24.6,-74.58,0.63,41.61,1,9,0,0,63.108
18.93,5.25,1.2,69.84,5,12,1,0,37.109
15.79,16.4,0.51,43.51,4,3,0,0,52.115
16.08,-79.53,1.01,11.12,1,2,0,0,67.818
45.97,-8.49,2.94,11.7,1,12,0,1,98.004
26.02,-27.24,0.02,68.44,4,7,0,0,64.531
12.07,30.93,0.51,66.17,6,5,1,0,35.756
44.4,-74.56,3.01,23.63,1,4,0,1,111.99
12.68,-73.2,0.66,83.63,1,11,0,0,45.492
26.23,6.83,2.85,66.32,6,10,1,0,46.952
36.39,2.83,0.0,23.09,5,3,1,0,74.134
43.1,36.35,1.24,34.45,4,4,0,1,98.081
36.24,2.92,0.0,92.76,2,11,0,0,65.871
27.76,52.91,1.36,44.66,3,9,0,0,56.259
45.13,-35.99,0.0,30.13,1,10,0,1,106.453
13.34,-24.29,0.76,54.55,5,2,1,0,44.685
45.55,56.87,2.22,27.47,3,7,0,1,100.078
40.88,-64.95,1.27,77.3,5,1,1,1,93.509
43.58,31.43,2.09,77.52,6,6,1,1,88.324
20.66,-78.38,0.91,78.07,0,2,0,0,67.195
16.84,-11.89,0.0,62.47,6,4,1,0,51.392
34.55,-58.52,6.24,68.99,2,4,0,0,78.961
29.54,3.84,0.0,37.32,2,3,0,0,69.931
29.79,31.74,1.22,84.71,3,11,0,0,54.652
43.44,-75.37,3.57,22.25,2,5,0,1,117.425
33.08,-57.07,0.0,31.63,2,2,0,0,82.866
22.58,-32.03,4.58,94.38,4,12,0,0,56.564
25.6,-44.19,0.26,91.63,2,1,0,0,66.9
16.54,-26.35,0.0,53.15,4,2,0,0,56.912
18.54,53.26,0.0,52.42,2,11,0,0,43.141
16.87,-65.83,0.0,19.93,2,6,0,0,71.467
39.55,-20.74,3.33,66.07,0,5,0,1,89.548
35.97,-16.01,1.01,12.64,6,4,1,0,77.44
30.03,-40.75,1.28,36.72,0,8,0,0,68.726
24.73,-41.01,0.94,45.56,3,5,0,0,75.449
34.73,20.07,1.42,85.99,1,2,0,0,63.804
39.64,6.5,0.0,92.32,6,12,1,1,70.287
41.96,33.8,0.02,92.79,0,11,0,1,84.917
30.6,-23.29,3.65,77.9,2,3,0,0,71.549
39.88,4.94,0.13,34.65,3,7,0,1,90.024
29.38,45.1,0.0,13.85,6,6,1,0,60.967
28.13,39.19,3.41,46.18,1,2,0,0,67.386
41.42,48.8,2.57,35.28,5,5,1,1,92.511
25.14,-42.34,3.34,65.69,0,8,0,0,60.282
25.46,57.96,0.0,41.54,2,2,0,0,61.753
22.37,34.29,0.0,85.71,5,5,1,0,44.352
29.64,31.27,1.68,41.79,2,4,0,0,71.352
30.52,13.46,1.11,42.13,4,5,0,0,73.634
34.46,57.66,0.59,74.53,2,8,0,0,64.24
26.64,-18.18,2.09,60.15,6,5,1,0,54.675
19.41,23.82,4.7,31.7,0,10,0,0,53.245
41.47,17.83,2.1,67.52,6,7,1,1,72.603
23.76,22.49,6.34,57.85,1,9,0,0,50.911
43.38,25.21,0.21,18.85,4,8,0,1,95.606
19.05,-53.29,0.03,49.72,1,10,0,0,57.418
31.04,-31.13,0.0,88.09,5,2,1,0,59.314
30.24,-25.08,3.18,28.0,4,12,0,0,67.1
40.17,24.72,5.1,45.24,1,10,0,1,83.304
16.72,20.27,2.13,33.46,1,3,0,0,55.367
42.94,36.67,0.0,55.64,4,1,0,1,87.362
30.07,30.39,0.11,92.88,3,1,0,0,65.251
31.93,3.44,0.0,36.34,3,9,0,0,65.641
29.35,-60.41,8.27,80.79,2,6,0,0,69.887
13.22,8.96,0.49,81.26,4,3,0,0,47.103
28.9,44.19,0.0,32.05,6,4,1,0,67.678
20.96,10.04,1.92,75.67,0,6,0,0,52.192
23.65,45.39,0.14,93.99,4,1,0,0,49.148
34.07,59.87,6.53,91.09,6,7,1,0,54.279
28.92,-29.71,1.92,61.49,1,1,0,0,68.052
15.17,21.26,2.22,22.9,2,8,0,0,43.647
14.48,-4.41,1.4,20.14,3,1,0,0,54.148
18.31,-16.3,0.0,32.68,5,10,1,0,43.116
18.49,-46.42,0.0,61.11,4,4,0,0,61.812
32.68,-45.57,0.74,42.83,6,7,1,0,68.71
18.05,-54.1,5.69,69.42,3,5,0,0,61.718
41.98,8.41,0.0,76.96,6,11,1,1,74.462
19.13,-60.11,8.9,25.34,3,10,0,0,56.516
15.1,-19.61,1.72,86.95,2,12,0,0,44.917
41.78,-6.73,0.18,15.15,4,9,0,1,95.468
22.04,-18.65,2.35,32.52,2,12,0,0,57.254
26.46,39.69,0.28,79.26,4,3,0,0,61.498
44.61,-17.96,0.0,25.62,4,4,0,1,108.621
44.11,-68.4,0.69,28.71,0,10,0,1,108.623
36.31,58.91,0.17,92.93,3,1,0,0,68.926
14.34,38.3,6.73,87.55,0,3,0,0,44.039
32.17,12.41,0.26,79.08,2,9,0,0,58.751
45.63,25.89,0.3,24.77,4,5,0,1,110.264
44.2,-62.05,0.44,31.69,4,4,0,1,116.749
15.6,27.23,1.91,29.99,0,4,0,0,57.381
25.46,-50.92,1.6,26.08,6,10,1,0,58.985
22.73,-11.54,4.93,92.49,5,6,1,0,43.768
