date,reservoir_id,reservoir_name,storage_pct,inflow_mcm,outflow_mcm,rainfall_mm,temperature_c,evaporation_mm,catchment_rainfall_mm,capacity_mcm,dam_release_mcm,groundwater_recharge_mcm,season,month,location_lat,location_lng
2024-01-25,RES-B,Reservoir B,95.698,1.231,0.939,1.54,26.39,3.98,1.87,210.0,0.82,0.192,winter,1,18.5204,73.8567
2024-01-26,RES-B,Reservoir B,96.09,1.251,1.205,1.52,27.7,3.81,1.79,210.0,1.04,0.187,winter,1,18.5204,73.8567
2024-01-27,RES-B,Reservoir B,95.878,1.55,1.301,0.61,28.86,3.28,0.74,210.0,1.095,0.102,winter,1,18.5204,73.8567
2024-01-28,RES-B,Reservoir B,95.584,1.533,1.397,0.33,28.73,4.0,0.4,210.0,1.237,0.084,winter,1,18.5204,73.8567
2024-01-29,RES-B,Reservoir B,95.667,1.085,1.3,0.44,27.05,3.62,0.51,210.0,1.077,0.154,winter,1,18.5204,73.8567
2024-01-30,RES-B,Reservoir B,95.143,0.777,1.263,0.17,26.6,3.52,0.2,210.0,1.07,0.083,winter,1,18.5204,73.8567
2024-01-31,RES-B,Reservoir B,95.161,1.405,0.873,0.13,28.02,3.64,0.15,210.0,0.748,0.046,winter,1,18.5204,73.8567
2024-02-01,RES-B,Reservoir B,94.434,0.889,1.039,0.87,32.67,4.38,1.03,210.0,0.896,0.154,winter,2,18.5204,73.8567
2024-02-02,RES-B,Reservoir B,94.342,0.891,1.26,0.15,32.49,4.25,0.17,210.0,1.089,0.092,winter,2,18.5204,73.8567
2024-02-03,RES-B,Reservoir B,94.926,1.205,1.111,0.49,31.39,3.71,0.57,210.0,0.983,0.15,winter,2,18.5204,73.8567
2024-02-04,RES-B,Reservoir B,94.518,1.391,1.486,1.81,32.36,4.76,2.13,210.0,1.26,0.178,winter,2,18.5204,73.8567
2024-02-05,RES-B,Reservoir B,94.776,0.843,1.015,0.54,33.8,4.48,0.6,210.0,0.92,0.107,winter,2,18.5204,73.8567
2024-02-06,RES-B,Reservoir B,94.598,0.852,1.176,0.61,32.25,4.15,0.72,210.0,1.011,0.156,winter,2,18.5204,73.8567
2024-02-07,RES-B,Reservoir B,94.142,1.549,1.164,0.51,30.04,3.77,0.61,210.0,0.978,0.059,winter,2,18.5204,73.8567
2024-02-08,RES-B,Reservoir B,94.223,2.171,1.317,1.42,32.24,4.6,1.69,210.0,1.182,0.133,winter,2,18.5204,73.8567
2024-02-09,RES-B,Reservoir B,93.921,1.097,0.984,0.53,34.45,4.24,0.58,210.0,0.861,0.08,winter,2,18.5204,73.8567
2024-02-10,RES-B,Reservoir B,93.606,0.758,1.114,0.11,30.46,4.19,0.12,210.0,0.968,0.019,winter,2,18.5204,73.8567
2024-02-11,RES-B,Reservoir B,93.614,0.796,1.068,0.42,32.04,4.17,0.48,210.0,0.877,0.127,winter,2,18.5204,73.8567
2024-02-12,RES-B,Reservoir B,94.153,0.879,1.059,0.16,31.73,4.15,0.19,210.0,0.934,0.071,winter,2,18.5204,73.8567
2024-02-13,RES-B,Reservoir B,93.565,0.811,0.977,0.41,32.12,4.02,0.5,210.0,0.881,0.128,winter,2,18.5204,73.8567
2024-02-14,RES-B,Reservoir B,93.335,0.826,0.917,0.12,32.23,4.18,0.14,210.0,0.709,0.098,winter,2,18.5204,73.8567
2024-02-15,RES-B,Reservoir B,93.293,1.196,0.599,0.51,33.37,4.51,0.61,210.0,0.429,0.124,winter,2,18.5204,73.8567
2024-02-16,RES-B,Reservoir B,92.797,0.769,0.828,0.22,32.1,4.42,0.27,210.0,0.627,0.078,winter,2,18.5204,73.8567
2024-02-17,RES-B,Reservoir B,92.925,1.074,0.836,0.68,33.53,4.29,0.85,210.0,0.648,0.091,winter,2,18.5204,73.8567
2024-02-18,RES-B,Reservoir B,92.887,0.908,0.953,0.35,31.86,4.3,0.39,210.0,0.694,0.1,winter,2,18.5204,73.8567
2024-02-19,RES-B,Reservoir B,92.234,0.754,0.757,0.13,31.58,4.56,0.15,210.0,0.552,0.114,winter,2,18.5204,73.8567
2024-02-20,RES-B,Reservoir B,92.137,0.781,0.968,0.27,31.2,3.74,0.33,210.0,0.855,0.092,winter,2,18.5204,73.8567
2024-02-21,RES-B,Reservoir B,91.905,1.327,0.89,0.53,29.82,4.08,0.61,210.0,0.716,0.085,winter,2,18.5204,73.8567
2024-02-22,RES-B,Reservoir B,91.655,0.259,0.737,0.16,32.33,4.09,0.18,210.0,0.615,0.052,winter,2,18.5204,73.8567
2024-02-23,RES-B,Reservoir B,92.327,1.377,0.857,0.05,34.46,4.32,0.06,210.0,0.73,0.089,winter,2,18.5204,73.8567
2024-02-24,RES-B,Reservoir B,92.524,1.325,1.217,0.97,32.55,4.48,1.13,210.0,1.137,0.112,winter,2,18.5204,73.8567
2024-02-25,RES-B,Reservoir B,92.549,1.098,1.135,0.17,32.82,4.28,0.21,210.0,1.0,0.086,winter,2,18.5204,73.8567
2024-02-26,RES-B,Reservoir B,92.344,1.276,1.286,0.45,31.5,3.92,0.54,210.0,1.109,0.095,winter,2,18.5204,73.8567
2024-02-27,RES-B,Reservoir B,92.188,0.669,0.992,0.24,31.71,4.7,0.27,210.0,0.845,0.079,winter,2,18.5204,73.8567
2024-02-28,RES-B,Reservoir B,92.132,0.555,1.039,0.15,33.18,4.76,0.19,210.0,0.944,0.096,winter,2,18.5204,73.8567
2024-02-29,RES-B,Reservoir B,92.244,0.957,1.057,1.05,34.41,4.05,1.22,210.0,0.984,0.149,winter,2,18.5204,73.8567
2024-03-01,RES-B,Reservoir B,92.44,1.847,1.4,2.27,36.71,4.46,2.83,210.0,1.144,0.252,summer,3,18.5204,73.8567
2024-03-02,RES-B,Reservoir B,92.415,1.11,1.278,0.13,35.89,4.99,0.15,210.0,1.112,0.109,summer,3,18.5204,73.8567
2024-03-03,RES-B,Reservoir B,91.81,0.895,1.184,0.6,34.97,4.61,0.74,210.0,1.075,0.158,summer,3,18.5204,73.8567
2024-03-04,RES-B,Reservoir B,91.484,1.19,1.267,0.35,35.18,5.17,0.44,210.0,1.094,0.073,summer,3,18.5204,73.8567
2024-03-05,RES-B,Reservoir B,91.389,0.605,1.278,1.27,34.02,4.77,1.56,210.0,1.019,0.096,summer,3,18.5204,73.8567
2024-03-06,RES-B,Reservoir B,91.483,0.889,1.271,0.45,33.19,4.57,0.55,210.0,1.09,0.102,summer,3,18.5204,73.8567
2024-03-07,RES-B,Reservoir B,91.494,1.248,1.263,0.08,33.58,4.22,0.09,210.0,1.253,0.11,summer,3,18.5204,73.8567
2024-03-08,RES-B,Reservoir B,92.127,1.362,1.103,1.25,34.99,4.85,1.51,210.0,0.82,0.164,summer,3,18.5204,73.8567
2024-03-09,RES-B,Reservoir B,92.526,1.549,1.111,2.1,34.58,4.27,2.49,210.0,1.054,0.221,summer,3,18.5204,73.8567
2024-03-10,RES-B,Reservoir B,92.185,0.836,1.299,0.54,33.16,4.87,0.63,210.0,1.159,0.031,summer,3,18.5204,73.8567
2024-03-11,RES-B,Reservoir B,91.305,0.05,0.966,0.09,34.88,4.81,0.11,210.0,0.873,0.122,summer,3,18.5204,73.8567
2024-03-12,RES-B,Reservoir B,91.878,1.041,0.882,1.21,34.55,4.4,1.38,210.0,0.769,0.151,summer,3,18.5204,73.8567
2024-03-13,RES-B,Reservoir B,92.21,1.303,1.101,0.27,33.52,4.76,0.31,210.0,0.937,0.047,summer,3,18.5204,73.8567
2024-03-14,RES-B,Reservoir B,92.825,0.674,0.652,0.16,34.48,5.31,0.19,210.0,0.605,0.109,summer,3,18.5204,73.8567
2024-03-15,RES-B,Reservoir B,93.601,0.929,0.856,0.59,34.54,4.58,0.68,210.0,0.711,0.115,summer,3,18.5204,73.8567
2024-03-16,RES-B,Reservoir B,93.178,0.799,0.735,1.66,34.19,4.77,1.87,210.0,0.528,0.175,summer,3,18.5204,73.8567
2024-03-17,RES-B,Reservoir B,92.793,0.644,0.49,0.84,36.04,4.7,0.97,210.0,0.382,0.152,summer,3,18.5204,73.8567
2024-03-18,RES-B,Reservoir B,92.212,1.615,0.709,0.8,32.64,4.44,0.97,210.0,0.629,0.133,summer,3,18.5204,73.8567
2024-03-19,RES-B,Reservoir B,92.719,1.054,0.605,0.08,32.55,3.95,0.09,210.0,0.462,0.04,summer,3,18.5204,73.8567
2024-03-20,RES-B,Reservoir B,92.927,0.781,0.794,0.89,34.93,4.69,0.99,210.0,0.66,0.12,summer,3,18.5204,73.8567
2024-03-21,RES-B,Reservoir B,92.908,0.921,0.971,0.69,35.04,4.72,0.82,210.0,0.851,0.066,summer,3,18.5204,73.8567
2024-03-22,RES-B,Reservoir B,92.42,1.005,1.083,0.43,35.41,5.29,0.52,210.0,0.992,0.121,summer,3,18.5204,73.8567
2024-03-23,RES-B,Reservoir B,92.214,0.587,0.943,0.41,34.28,4.08,0.5,210.0,0.767,0.143,summer,3,18.5204,73.8567
2024-03-24,RES-B,Reservoir B,91.76,0.109,1.131,0.02,33.83,4.47,0.03,210.0,0.951,0.044,summer,3,18.5204,73.8567
2024-03-25,RES-B,Reservoir B,91.887,0.768,1.005,0.05,34.92,5.08,0.06,210.0,0.908,0.062,summer,3,18.5204,73.8567
2024-03-26,RES-B,Reservoir B,92.12,1.283,0.946,0.57,34.4,4.56,0.66,210.0,0.843,0.082,summer,3,18.5204,73.8567
2024-03-27,RES-B,Reservoir B,92.744,1.672,0.82,1.35,36.79,4.86,1.55,210.0,0.663,0.134,summer,3,18.5204,73.8567
2024-03-28,RES-B,Reservoir B,92.723,1.421,1.347,0.64,34.54,4.39,0.75,210.0,1.246,0.124,summer,3,18.5204,73.8567
2024-03-29,RES-B,Reservoir B,92.852,0.493,1.049,0.48,34.86,4.4,0.56,210.0,0.89,0.091,summer,3,18.5204,73.8567
2024-03-30,RES-B,Reservoir B,92.752,0.881,1.517,0.12,37.9,4.5,0.14,210.0,1.293,0.106,summer,3,18.5204,73.8567
2024-03-31,RES-B,Reservoir B,92.169,1.009,1.344,0.62,34.69,4.47,0.69,210.0,1.197,0.143,summer,3,18.5204,73.8567
2024-04-01,RES-B,Reservoir B,92.491,0.772,1.081,0.01,36.67,4.6,0.01,210.0,0.991,0.113,summer,4,18.5204,73.8567
2024-04-02,RES-B,Reservoir B,92.874,1.313,1.365,1.18,36.78,4.95,1.46,210.0,1.195,0.105,summer,4,18.5204,73.8567
2024-04-03,RES-B,Reservoir B,92.628,0.773,1.61,0.42,36.88,4.69,0.46,210.0,1.469,0.143,summer,4,18.5204,73.8567
2024-04-04,RES-B,Reservoir B,92.018,0.05,1.511,0.27,36.35,4.72,0.32,210.0,1.368,0.138,summer,4,18.5204,73.8567
2024-04-05,RES-B,Reservoir B,92.791,1.627,1.213,0.85,36.23,4.71,1.03,210.0,1.04,0.169,summer,4,18.5204,73.8567
2024-04-06,RES-B,Reservoir B,92.134,1.036,1.164,0.25,36.12,4.82,0.27,210.0,0.979,0.088,summer,4,18.5204,73.8567
2024-04-07,RES-B,Reservoir B,92.307,0.707,1.214,0.87,35.31,4.58,0.98,210.0,1.062,0.101,summer,4,18.5204,73.8567
2024-04-08,RES-B,Reservoir B,92.114,1.126,1.124,0.33,36.39,4.55,0.38,210.0,0.977,0.067,summer,4,18.5204,73.8567
2024-04-09,RES-B,Reservoir B,92.463,1.356,1.385,1.44,38.43,5.14,1.7,210.0,1.132,0.119,summer,4,18.5204,73.8567
2024-04-10,RES-B,Reservoir B,92.295,0.837,1.221,0.37,37.45,5.31,0.43,210.0,1.011,0.099,summer,4,18.5204,73.8567
2024-04-11,RES-B,Reservoir B,91.764,0.625,0.786,0.19,36.36,4.9,0.23,210.0,0.594,0.115,summer,4,18.5204,73.8567
2024-04-12,RES-B,Reservoir B,91.678,1.23,1.024,0.49,37.03,4.76,0.56,210.0,0.867,0.144,summer,4,18.5204,73.8567
2024-04-13,RES-B,Reservoir B,91.983,0.763,0.826,0.5,34.96,4.66,0.55,210.0,0.726,0.09,summer,4,18.5204,73.8567
2024-04-14,RES-B,Reservoir B,91.948,1.02,0.926,1.24,35.69,4.17,1.36,210.0,0.72,0.141,summer,4,18.5204,73.8567
2024-04-15,RES-B,Reservoir B,91.899,1.288,0.878,0.19,37.14,4.91,0.21,210.0,0.721,0.086,summer,4,18.5204,73.8567
2024-04-16,RES-B,Reservoir B,91.78,1.219,0.963,0.98,37.78,4.91,1.13,210.0,0.842,0.11,summer,4,18.5204,73.8567
2024-04-17,RES-B,Reservoir B,91.98,0.914,0.936,0.33,35.07,4.43,0.41,210.0,0.798,0.119,summer,4,18.5204,73.8567
2024-04-18,RES-B,Reservoir B,92.912,1.34,0.641,0.61,35.42,4.52,0.67,210.0,0.539,0.121,summer,4,18.5204,73.8567
2024-04-19,RES-B,Reservoir B,92.211,0.996,0.856,0.87,38.62,5.01,1.02,210.0,0.653,0.128,summer,4,18.5204,73.8567
2024-04-20,RES-B,Reservoir B,93.11,0.683,0.8,0.09,36.12,5.13,0.11,210.0,0.616,0.095,summer,4,18.5204,73.8567
2024-04-21,RES-B,Reservoir B,93.348,1.026,0.621,0.24,38.19,5.41,0.29,210.0,0.462,0.11,summer,4,18.5204,73.8567
2024-04-22,RES-B,Reservoir B,93.304,0.4,0.885,0.28,36.25,4.57,0.34,210.0,0.737,0.112,summer,4,18.5204,73.8567
2024-04-23,RES-B,Reservoir B,92.988,0.912,1.191,0.07,36.3,4.7,0.08,210.0,1.075,0.058,summer,4,18.5204,73.8567
2024-04-24,RES-B,Reservoir B,92.967,0.628,0.635,0.19,35.63,4.63,0.22,210.0,0.591,0.116,summer,4,18.5204,73.8567
2024-04-25,RES-B,Reservoir B,93.087,1.144,0.976,0.09,37.13,5.2,0.1,210.0,0.896,0.092,summer,4,18.5204,73.8567
2024-04-26,RES-B,Reservoir B,92.905,1.488,1.056,1.0,37.63,5.06,1.21,210.0,0.944,0.117,summer,4,18.5204,73.8567
2024-04-27,RES-B,Reservoir B,92.615,1.173,1.15,0.47,34.76,4.7,0.53,210.0,1.045,0.11,summer,4,18.5204,73.8567
2024-04-28,RES-B,Reservoir B,92.669,0.357,1.067,0.24,35.58,4.93,0.29,210.0,0.903,0.102,summer,4,18.5204,73.8567
2024-04-29,RES-B,Reservoir B,92.329,1.492,1.063,1.47,37.1,4.77,1.75,210.0,0.872,0.186,summer,4,18.5204,73.8567
2024-04-30,RES-B,Reservoir B,92.158,0.448,1.053,0.12,35.84,5.21,0.14,210.0,0.91,0.055,summer,4,18.5204,73.8567
2024-05-01,RES-B,Reservoir B,91.699,0.893,1.558,0.22,34.34,4.62,0.24,210.0,1.337,0.131,summer,5,18.5204,73.8567
2024-05-02,RES-B,Reservoir B,91.064,0.509,1.112,1.05,36.14,4.58,1.26,210.0,1.001,0.133,summer,5,18.5204,73.8567
2024-05-03,RES-B,Reservoir B,91.282,0.288,1.217,0.05,36.25,4.78,0.07,210.0,1.074,0.068,summer,5,18.5204,73.8567
2024-05-04,RES-B,Reservoir B,90.98,1.711,1.601,1.0,34.39,5.0,1.18,210.0,1.453,0.114,summer,5,18.5204,73.8567
2024-05-05,RES-B,Reservoir B,90.463,1.019,1.211,0.18,35.18,4.59,0.21,210.0,1.006,0.059,summer,5,18.5204,73.8567
2024-05-06,RES-B,Reservoir B,90.106,0.759,1.292,0.17,33.48,4.8,0.19,210.0,1.137,0.036,summer,5,18.5204,73.8567
2024-05-07,RES-B,Reservoir B,89.447,0.577,1.363,0.19,33.85,4.37,0.22,210.0,1.207,0.11,summer,5,18.5204,73.8567
2024-05-08,RES-B,Reservoir B,89.095,0.492,1.221,0.14,35.08,4.48,0.17,210.0,1.154,0.147,summer,5,18.5204,73.8567
2024-05-09,RES-B,Reservoir B,89.174,0.986,0.857,0.24,34.97,4.89,0.27,210.0,0.752,0.043,summer,5,18.5204,73.8567
2024-05-10,RES-B,Reservoir B,89.187,0.901,0.998,0.45,33.77,4.29,0.54,210.0,0.793,0.074,summer,5,18.5204,73.8567
2024-05-11,RES-B,Reservoir B,89.365,1.444,0.94,0.21,34.07,4.84,0.25,210.0,0.893,0.113,summer,5,18.5204,73.8567
2024-05-12,RES-B,Reservoir B,89.059,1.208,1.305,0.95,33.65,4.64,1.14,210.0,1.088,0.126,summer,5,18.5204,73.8567
2024-05-13,RES-B,Reservoir B,89.306,0.895,0.814,0.15,35.47,4.49,0.18,210.0,0.639,0.113,summer,5,18.5204,73.8567
2024-05-14,RES-B,Reservoir B,89.105,0.453,0.753,0.28,32.57,4.39,0.34,210.0,0.64,0.091,summer,5,18.5204,73.8567
2024-05-15,RES-B,Reservoir B,88.826,0.689,0.855,0.03,33.71,4.38,0.04,210.0,0.746,0.064,summer,5,18.5204,73.8567
2024-05-16,RES-B,Reservoir B,89.399,1.156,1.0,0.6,32.69,4.53,0.68,210.0,0.755,0.103,summer,5,18.5204,73.8567
2024-05-17,RES-B,Reservoir B,89.259,0.862,0.974,0.39,35.43,5.32,0.47,210.0,0.753,0.028,summer,5,18.5204,73.8567
2024-05-18,RES-B,Reservoir B,89.771,0.986,0.668,0.71,32.76,4.32,0.89,210.0,0.524,0.081,summer,5,18.5204,73.8567
2024-05-19,RES-B,Reservoir B,90.283,0.953,0.739,0.08,34.97,4.86,0.09,210.0,0.582,0.112,summer,5,18.5204,73.8567
2024-05-20,RES-B,Reservoir B,90.964,1.357,0.834,0.05,36.9,4.93,0.07,210.0,0.716,0.118,summer,5,18.5204,73.8567
2024-05-21,RES-B,Reservoir B,91.286,1.247,1.06,0.79,36.94,4.94,0.99,210.0,0.904,0.162,summer,5,18.5204,73.8567
2024-05-22,RES-B,Reservoir B,91.499,1.316,0.834,0.23,32.76,4.38,0.27,210.0,0.717,0.105,summer,5,18.5204,73.8567
2024-05-23,RES-B,Reservoir B,91.811,1.692,0.941,1.36,35.29,4.48,1.64,210.0,0.795,0.08,summer,5,18.5204,73.8567
2024-05-24,RES-B,Reservoir B,91.982,1.519,0.935,0.68,33.74,4.65,0.82,210.0,0.694,0.095,summer,5,18.5204,73.8567
2024-05-25,RES-B,Reservoir B,90.878,0.626,1.325,0.08,33.5,4.43,0.09,210.0,1.179,0.124,summer,5,18.5204,73.8567
2024-05-26,RES-B,Reservoir B,90.97,0.76,1.073,0.07,34.79,4.4,0.07,210.0,0.975,0.132,summer,5,18.5204,73.8567
2024-05-27,RES-B,Reservoir B,90.954,1.058,1.245,0.67,36.4,5.17,0.78,210.0,1.163,0.154,summer,5,18.5204,73.8567
2024-05-28,RES-B,Reservoir B,91.294,1.358,1.208,0.74,35.65,4.81,0.9,210.0,1.051,0.11,summer,5,18.5204,73.8567
2024-05-29,RES-B,Reservoir B,91.312,1.389,1.211,0.63,34.07,4.52,0.73,210.0,1.099,0.072,summer,5,18.5204,73.8567
2024-05-30,RES-B,Reservoir B,91.565,1.145,1.054,0.61,35.77,5.19,0.74,210.0,0.891,0.109,summer,5,18.5204,73.8567
2024-05-31,RES-B,Reservoir B,91.474,1.712,0.884,1.22,32.24,3.82,1.46,210.0,0.815,0.141,summer,5,18.5204,73.8567
2024-06-01,RES-B,Reservoir B,90.713,0.801,1.521,0.4,31.1,4.61,0.48,210.0,1.336,0.147,monsoon,6,18.5204,73.8567
2024-06-02,RES-B,Reservoir B,89.808,1.207,1.257,0.2,31.01,3.96,0.23,210.0,1.16,0.097,monsoon,6,18.5204,73.8567
2024-06-03,RES-B,Reservoir B,93.988,9.807,1.321,17.53,32.09,4.41,20.51,210.0,1.169,0.957,monsoon,6,18.5204,73.8567
2024-06-04,RES-B,Reservoir B,95.315,4.291,1.062,6.64,31.76,4.13,7.48,210.0,0.929,0.414,monsoon,6,18.5204,73.8567
2024-06-05,RES-B,Reservoir B,95.869,2.943,1.186,4.27,31.83,4.04,4.85,210.0,0.95,0.305,monsoon,6,18.5204,73.8567
2024-06-06,RES-B,Reservoir B,95.974,1.367,1.365,0.65,31.79,4.71,0.72,210.0,1.206,0.131,monsoon,6,18.5204,73.8567
2024-06-07,RES-B,Reservoir B,98.0,8.664,1.51,16.7,32.03,4.9,18.69,210.0,1.263,0.893,monsoon,6,18.5204,73.8567
2024-06-08,RES-B,Reservoir B,97.96,2.01,1.037,2.33,32.65,4.35,2.63,210.0,0.859,0.165,monsoon,6,18.5204,73.8567
2024-06-09,RES-B,Reservoir B,98.0,4.337,1.222,6.93,32.18,4.46,8.23,210.0,1.001,0.468,monsoon,6,18.5204,73.8567
2024-06-10,RES-B,Reservoir B,98.0,3.167,1.016,5.74,31.66,4.32,6.69,210.0,0.877,0.318,monsoon,6,18.5204,73.8567
2024-06-11,RES-B,Reservoir B,98.0,12.376,0.948,23.23,32.48,4.92,26.48,210.0,0.78,1.291,monsoon,6,18.5204,73.8567
2024-06-12,RES-B,Reservoir B,98.0,2.916,1.242,5.12,32.99,3.83,6.3,210.0,1.031,0.279,monsoon,6,18.5204,73.8567
2024-06-13,RES-B,Reservoir B,98.0,2.119,0.841,2.97,31.33,4.37,3.5,210.0,0.646,0.211,monsoon,6,18.5204,73.8567
2024-06-14,RES-B,Reservoir B,98.0,4.174,1.046,6.73,31.93,4.11,8.34,210.0,0.87,0.446,monsoon,6,18.5204,73.8567
2024-06-15,RES-B,Reservoir B,98.0,4.223,0.853,7.42,33.39,3.8,8.87,210.0,0.719,0.451,monsoon,6,18.5204,73.8567
2024-06-16,RES-B,Reservoir B,98.0,18.496,0.791,36.19,30.68,4.07,39.89,210.0,0.649,1.85,monsoon,6,18.5204,73.8567
2024-06-17,RES-B,Reservoir B,98.0,3.337,1.064,5.04,34.17,5.15,6.23,210.0,0.857,0.345,monsoon,6,18.5204,73.8567
2024-06-18,RES-B,Reservoir B,97.925,1.092,0.923,1.16,30.39,3.95,1.43,210.0,0.706,0.14,monsoon,6,18.5204,73.8567
2024-06-19,RES-B,Reservoir B,98.0,2.769,0.789,3.57,31.59,4.53,4.27,210.0,0.669,0.252,monsoon,6,18.5204,73.8567
2024-06-20,RES-B,Reservoir B,98.0,3.854,1.034,6.72,30.86,4.56,7.93,210.0,0.921,0.397,monsoon,6,18.5204,73.8567
2024-06-21,RES-B,Reservoir B,98.0,5.497,1.045,7.9,34.63,4.65,9.22,210.0,0.94,0.474,monsoon,6,18.5204,73.8567
2024-06-22,RES-B,Reservoir B,98.0,2.304,1.17,3.12,31.4,4.3,3.66,210.0,0.979,0.219,monsoon,6,18.5204,73.8567
2024-06-23,RES-B,Reservoir B,98.0,11.421,0.368,22.18,31.4,3.75,26.96,210.0,0.265,1.262,monsoon,6,18.5204,73.8567
2024-06-24,RES-B,Reservoir B,98.0,1.346,1.157,1.8,31.56,4.07,2.12,210.0,0.966,0.163,monsoon,6,18.5204,73.8567
2024-06-25,RES-B,Reservoir B,98.0,6.698,1.161,11.21,32.11,4.63,12.63,210.0,0.984,0.629,monsoon,6,18.5204,73.8567
2024-06-26,RES-B,Reservoir B,98.0,2.467,1.119,3.7,31.61,4.31,4.11,210.0,0.996,0.249,monsoon,6,18.5204,73.8567
2024-06-27,RES-B,Reservoir B,98.0,2.935,1.367,5.34,31.84,4.43,5.97,210.0,1.138,0.4,monsoon,6,18.5204,73.8567
2024-06-28,RES-B,Reservoir B,98.0,3.111,1.202,4.1,27.76,3.87,4.66,210.0,1.125,0.236,monsoon,6,18.5204,73.8567
2024-06-29,RES-B,Reservoir B,98.0,3.925,1.451,6.64,32.07,5.01,7.67,210.0,1.218,0.423,monsoon,6,18.5204,73.8567
2024-06-30,RES-B,Reservoir B,98.0,3.572,1.264,5.1,32.02,4.21,6.29,210.0,1.098,0.328,monsoon,6,18.5204,73.8567
2024-07-01,RES-B,Reservoir B,98.0,3.273,1.42,4.37,29.25,4.49,4.96,210.0,1.373,0.256,monsoon,7,18.5204,73.8567
2024-07-02,RES-B,Reservoir B,98.0,5.246,1.495,8.84,29.57,4.09,10.15,210.0,1.265,0.498,monsoon,7,18.5204,73.8567
2024-07-03,RES-B,Reservoir B,98.0,2.13,1.418,1.0,27.77,4.34,1.13,210.0,1.219,0.14,monsoon,7,18.5204,73.8567
2024-07-04,RES-B,Reservoir B,98.0,3.626,1.319,6.93,28.98,3.61,8.2,210.0,1.191,0.401,monsoon,7,18.5204,73.8567
2024-07-05,RES-B,Reservoir B,97.839,0.594,1.361,0.16,26.68,3.76,0.19,210.0,1.259,0.096,monsoon,7,18.5204,73.8567
2024-07-06,RES-B,Reservoir B,98.0,7.6,1.272,13.94,28.92,3.85,16.44,210.0,1.2,0.829,monsoon,7,18.5204,73.8567
2024-07-07,RES-B,Reservoir B,98.0,3.851,1.256,4.52,27.31,3.82,5.62,210.0,0.985,0.311,monsoon,7,18.5204,73.8567
2024-07-08,RES-B,Reservoir B,98.0,6.722,1.204,10.59,26.58,4.06,13.23,210.0,1.101,0.566,monsoon,7,18.5204,73.8567
2024-07-09,RES-B,Reservoir B,98.0,5.903,1.013,9.34,27.78,3.95,11.45,210.0,0.926,0.522,monsoon,7,18.5204,73.8567
2024-07-10,RES-B,Reservoir B,97.397,1.631,1.299,2.23,29.68,4.43,2.72,210.0,1.136,0.183,monsoon,7,18.5204,73.8567
2024-07-11,RES-B,Reservoir B,98.0,3.207,1.031,5.37,28.22,3.68,6.2,210.0,0.963,0.338,monsoon,7,18.5204,73.8567
2024-07-12,RES-B,Reservoir B,98.0,5.198,0.76,9.47,29.8,3.83,11.24,210.0,0.659,0.558,monsoon,7,18.5204,73.8567
2024-07-13,RES-B,Reservoir B,98.0,2.935,1.264,4.9,27.1,3.76,5.64,210.0,1.064,0.334,monsoon,7,18.5204,73.8567
2024-07-14,RES-B,Reservoir B,98.0,5.557,0.541,8.51,29.26,4.0,10.37,210.0,0.368,0.558,monsoon,7,18.5204,73.8567
2024-07-15,RES-B,Reservoir B,98.0,2.559,0.889,3.76,27.22,3.71,4.24,210.0,0.758,0.268,monsoon,7,18.5204,73.8567
2024-07-16,RES-B,Reservoir B,98.0,8.043,0.698,14.84,28.27,3.6,16.81,210.0,0.547,0.788,monsoon,7,18.5204,73.8567
2024-07-17,RES-B,Reservoir B,98.0,3.274,1.062,4.51,28.26,4.25,4.99,210.0,0.934,0.34,monsoon,7,18.5204,73.8567
2024-07-18,RES-B,Reservoir B,98.0,2.498,0.847,4.6,28.79,3.85,5.48,210.0,0.7,0.348,monsoon,7,18.5204,73.8567
2024-07-19,RES-B,Reservoir B,98.0,3.146,0.676,4.69,28.3,4.32,5.64,210.0,0.564,0.322,monsoon,7,18.5204,73.8567
2024-07-20,RES-B,Reservoir B,98.0,2.967,0.795,5.23,27.11,3.76,5.75,210.0,0.674,0.334,monsoon,7,18.5204,73.8567
2024-07-21,RES-B,Reservoir B,98.0,1.229,0.765,1.08,29.06,4.18,1.27,210.0,0.646,0.153,monsoon,7,18.5204,73.8567
2024-07-22,RES-B,Reservoir B,98.0,1.447,0.866,1.73,30.08,4.28,2.0,210.0,0.752,0.16,monsoon,7,18.5204,73.8567
2024-07-23,RES-B,Reservoir B,98.0,6.515,1.001,11.94,27.3,3.53,14.55,210.0,0.799,0.615,monsoon,7,18.5204,73.8567
2024-07-24,RES-B,Reservoir B,98.0,6.047,0.976,10.58,25.8,3.71,11.7,210.0,0.787,0.626,monsoon,7,18.5204,73.8567
2024-07-25,RES-B,Reservoir B,98.0,5.77,1.096,10.01,28.6,4.51,11.09,210.0,0.992,0.607,monsoon,7,18.5204,73.8567
2024-07-26,RES-B,Reservoir B,98.0,4.609,1.151,7.84,27.6,3.89,9.36,210.0,1.06,0.515,monsoon,7,18.5204,73.8567
2024-07-27,RES-B,Reservoir B,98.0,2.436,1.04,3.04,27.84,4.11,3.62,210.0,0.898,0.21,monsoon,7,18.5204,73.8567
2024-07-28,RES-B,Reservoir B,98.0,1.844,1.095,2.71,28.67,4.15,3.31,210.0,0.837,0.222,monsoon,7,18.5204,73.8567
